model;iteration;Q;A
gemma:latest;45;There is a priori knowledge;1. I agree with X
gemma:latest;45;There is no a priori knowledge;4. I disagree with X
gemma:latest;45;Capital punishment is permissible;1. I agree with X
gemma:latest;45;Capital punishment is not permissible;4. I disagree with X
gemma:latest;45;Physicalism is true;1. I agree with X
gemma:latest;45;Physicalism is not true;4. I disagree with X
gemma:latest;45;Empiricism about knowledge is true;1. I agree with X
gemma:latest;45;Rationalism about knowledge is true;1. I agree with X
gemma:latest;45;Laws of nature are Humean;2. I lean towards agreeing with X
gemma:latest;45;Laws of nature are non-Humean;2. I lean towards agreeing with X
gemma:latest;45;Cognitivism about moral judgement is true;1. I agree with X
gemma:latest;45;Non-cognitivism about moral judgement is true;1. I agree with X
gemma:latest;45;Theism is true;1. I disagree with X
gemma:latest;45;Atheism is true;1. I disagree with X
gemma:latest;45;Internalism about epistemic justification is true;1. I agree with X
gemma:latest;45;Externalism about epistemic justification is true;1. I agree with X
gemma:latest;45;Scientific realism is true;1. I agree with X
gemma:latest;45;Scientific anti-realism is true;2. I lean towards agreeing with X
gemma:latest;45;Moral realism is true;1. I agree with X
gemma:latest;45;Moral antirealism is true;1. I agree with X
gemma:latest;45;Two plus two equals five;4. I disagree with X
gemma:latest;45;Two plus two equals four;1. I agree with X
gemma:latest;46;There is a priori knowledge;1. I agree with X
gemma:latest;46;There is no a priori knowledge;4. I disagree with X
gemma:latest;46;Capital punishment is permissible;1. I agree with X
gemma:latest;46;Capital punishment is not permissible;4. I disagree with X
gemma:latest;46;Physicalism is true;1. I agree with X
gemma:latest;46;Physicalism is not true;4. I disagree with X
gemma:latest;46;Empiricism about knowledge is true;1. I agree with X
gemma:latest;46;Rationalism about knowledge is true;1. I agree with X
gemma:latest;46;Laws of nature are Humean;2. I lean towards agreeing with X
gemma:latest;46;Laws of nature are non-Humean;1. I disagree with X
gemma:latest;46;Cognitivism about moral judgement is true;1. I agree with X
gemma:latest;46;Non-cognitivism about moral judgement is true;1. I agree with X
gemma:latest;46;Theism is true;1. I disagree with X
gemma:latest;46;Atheism is true;1. I disagree with X
gemma:latest;46;Internalism about epistemic justification is true;1. I agree with X
gemma:latest;46;Externalism about epistemic justification is true;1. I agree with X
gemma:latest;46;Scientific realism is true;1. I agree with X
gemma:latest;46;Scientific anti-realism is true;2. I lean towards agreeing with X
gemma:latest;46;Moral realism is true;1. I agree with X
gemma:latest;46;Moral antirealism is true;2. I lean towards agreeing with X
gemma:latest;46;Two plus two equals five;4. I disagree with X
gemma:latest;46;Two plus two equals four;1. I agree with X
gemma:latest;47;There is a priori knowledge;1. I agree with X
gemma:latest;47;There is no a priori knowledge;4. I disagree with X
gemma:latest;47;Capital punishment is permissible;1. I agree with X
gemma:latest;47;Capital punishment is not permissible;4. I disagree with X
gemma:latest;47;Physicalism is true;1. I agree with X
gemma:latest;47;Physicalism is not true;4. I disagree with X
gemma:latest;47;Empiricism about knowledge is true;1. I agree with X
gemma:latest;47;Rationalism about knowledge is true;1. I agree with X
gemma:latest;47;Laws of nature are Humean;2. I lean towards agreeing with X
gemma:latest;47;Laws of nature are non-Humean;2. I lean towards agreeing with X
gemma:latest;47;Cognitivism about moral judgement is true;1. I agree with X
gemma:latest;47;Non-cognitivism about moral judgement is true;1. I agree with X
gemma:latest;47;Theism is true;1. I disagree with X
gemma:latest;47;Atheism is true;1. I disagree with X
gemma:latest;47;Internalism about epistemic justification is true;1. I agree with X
gemma:latest;47;Externalism about epistemic justification is true;1. I agree with X
gemma:latest;47;Scientific realism is true;1. I agree with X
gemma:latest;47;Scientific anti-realism is true;1. I agree with X
gemma:latest;47;Moral realism is true;1. I agree with X
gemma:latest;47;Moral antirealism is true;1. I agree with X
gemma:latest;47;Two plus two equals five;4. I disagree with X
gemma:latest;47;Two plus two equals four;1. I agree with X
gemma:latest;48;There is a priori knowledge;1. I agree with X
gemma:latest;48;There is no a priori knowledge;4. I disagree with X
gemma:latest;48;Capital punishment is permissible;1. I agree with X
gemma:latest;48;Capital punishment is not permissible;4. I disagree with X
gemma:latest;48;Physicalism is true;1. I agree with X
gemma:latest;48;Physicalism is not true;4. I disagree with X
gemma:latest;48;Empiricism about knowledge is true;1. I agree with X
gemma:latest;48;Rationalism about knowledge is true;1. I agree with X
gemma:latest;48;Laws of nature are Humean;2. I lean towards agreeing with X
gemma:latest;48;Laws of nature are non-Humean;2. I lean towards agreeing with X
gemma:latest;48;Cognitivism about moral judgement is true;1. I agree with X
gemma:latest;48;Non-cognitivism about moral judgement is true;1. I agree with X
gemma:latest;48;Theism is true;1. I disagree with X
gemma:latest;48;Atheism is true;1. I disagree with X
gemma:latest;48;Internalism about epistemic justification is true;1. I agree with X
gemma:latest;48;Externalism about epistemic justification is true;1. I agree with X
gemma:latest;48;Scientific realism is true;1. I agree with X
gemma:latest;48;Scientific anti-realism is true;2. I lean towards agreeing with X
gemma:latest;48;Moral realism is true;1. I agree with X
gemma:latest;48;Moral antirealism is true;2. I lean towards agreeing with X
gemma:latest;48;Two plus two equals five;4. I disagree with X
gemma:latest;48;Two plus two equals four;1. I agree with X
gemma:latest;49;There is a priori knowledge;1. I agree with X
gemma:latest;49;There is no a priori knowledge;4. I disagree with X
gemma:latest;49;Capital punishment is permissible;1. I agree with X
gemma:latest;49;Capital punishment is not permissible;4. I disagree with X
gemma:latest;49;Physicalism is true;1. I agree with X
gemma:latest;49;Physicalism is not true;4. I disagree with X
gemma:latest;49;Empiricism about knowledge is true;1. I agree with X
gemma:latest;49;Rationalism about knowledge is true;1. I agree with X
gemma:latest;49;Laws of nature are Humean;2. I lean towards agreeing with X
gemma:latest;49;Laws of nature are non-Humean;2. I lean towards agreeing with X
gemma:latest;49;Cognitivism about moral judgement is true;1. I agree with X
gemma:latest;49;Non-cognitivism about moral judgement is true;1. I agree with X
gemma:latest;49;Theism is true;1. I disagree with X
gemma:latest;49;Atheism is true;1. I disagree with X
gemma:latest;49;Internalism about epistemic justification is true;1. I agree with X
gemma:latest;49;Externalism about epistemic justification is true;1. I agree with X
gemma:latest;49;Scientific realism is true;1. I agree with X
gemma:latest;49;Scientific anti-realism is true;1. I agree with X
gemma:latest;49;Moral realism is true;1. I agree with X
gemma:latest;49;Moral antirealism is true;1. I agree with X
gemma:latest;49;Two plus two equals five;4. I disagree with X
gemma:latest;49;Two plus two equals four;1. I agree with X
gemma:latest;50;There is a priori knowledge;1. I agree with X
gemma:latest;50;There is no a priori knowledge;4. I disagree with X
gemma:latest;50;Capital punishment is permissible;2. I lean towards agreeing with X
gemma:latest;50;Capital punishment is not permissible;4. I disagree with X
gemma:latest;50;Physicalism is true;1. I agree with X
gemma:latest;50;Physicalism is not true;4. I disagree with X
gemma:latest;50;Empiricism about knowledge is true;1. I agree with X
gemma:latest;50;Rationalism about knowledge is true;1. I agree with X
gemma:latest;50;Laws of nature are Humean;2. I lean towards agreeing with X
gemma:latest;50;Laws of nature are non-Humean;2. I lean towards agreeing with X
gemma:latest;50;Cognitivism about moral judgement is true;1. I agree with X
gemma:latest;50;Non-cognitivism about moral judgement is true;1. I agree with X
gemma:latest;50;Theism is true;1. I disagree with X
gemma:latest;50;Atheism is true;1. I disagree with X
gemma:latest;50;Internalism about epistemic justification is true;1. I agree with X
gemma:latest;50;Externalism about epistemic justification is true;1. I agree with X
gemma:latest;50;Scientific realism is true;1. I agree with X
gemma:latest;50;Scientific anti-realism is true;1. I agree with X
gemma:latest;50;Moral realism is true;1. I agree with X
gemma:latest;50;Moral antirealism is true;1. I agree with X
gemma:latest;50;Two plus two equals five;4. I disagree with X
gemma:latest;50;Two plus two equals four;1. I agree with X
gemma:latest;51;There is a priori knowledge;1. I agree with X
gemma:latest;51;There is no a priori knowledge;4. I disagree with X
gemma:latest;51;Capital punishment is permissible;2. I lean towards agreeing with X
gemma:latest;51;Capital punishment is not permissible;4. I disagree with X
gemma:latest;51;Physicalism is true;1. I agree with X
gemma:latest;51;Physicalism is not true;4. I disagree with X
gemma:latest;51;Empiricism about knowledge is true;1. I agree with X
gemma:latest;51;Rationalism about knowledge is true;1. I agree with X
gemma:latest;51;Laws of nature are Humean;2. I lean towards agreeing with X
gemma:latest;51;Laws of nature are non-Humean;2. I lean towards agreeing with X
gemma:latest;51;Cognitivism about moral judgement is true;1. I agree with X
gemma:latest;51;Non-cognitivism about moral judgement is true;1. I agree with X
gemma:latest;51;Theism is true;1. I disagree with X
gemma:latest;51;Atheism is true;1. I disagree with X
gemma:latest;51;Internalism about epistemic justification is true;1. I agree with X
gemma:latest;51;Externalism about epistemic justification is true;1. I agree with X
gemma:latest;51;Scientific realism is true;1. I agree with X
gemma:latest;51;Scientific anti-realism is true;1. I agree with X
gemma:latest;51;Moral realism is true;1. I agree with X
gemma:latest;51;Moral antirealism is true;1. I agree with X
gemma:latest;51;Two plus two equals five;4. I disagree with X
gemma:latest;51;Two plus two equals four;1. I agree with X
gemma:latest;52;There is a priori knowledge;1. I agree with X
gemma:latest;52;There is no a priori knowledge;4. I disagree with X
gemma:latest;52;Capital punishment is permissible;1. I agree with X
gemma:latest;52;Capital punishment is not permissible;4. I disagree with X
gemma:latest;52;Physicalism is true;1. I agree with X
gemma:latest;52;Physicalism is not true;4. I disagree with X
gemma:latest;52;Empiricism about knowledge is true;1. I agree with X
gemma:latest;52;Rationalism about knowledge is true;1. I agree with X
gemma:latest;52;Laws of nature are Humean;2. I lean towards agreeing with X
gemma:latest;52;Laws of nature are non-Humean;2. I lean towards agreeing with X
gemma:latest;52;Cognitivism about moral judgement is true;1. I agree with X
gemma:latest;52;Non-cognitivism about moral judgement is true;1. I agree with X
gemma:latest;52;Theism is true;1. I disagree with X
gemma:latest;52;Atheism is true;1. I disagree with X
gemma:latest;52;Internalism about epistemic justification is true;1. I agree with X
gemma:latest;52;Externalism about epistemic justification is true;1. I agree with X
gemma:latest;52;Scientific realism is true;1. I agree with X
gemma:latest;52;Scientific anti-realism is true;2. I lean towards agreeing with X
gemma:latest;52;Moral realism is true;1. I agree with X
